frame,x_26,x_28,y_26,y_28,distance,time_seconds,X,Y,ángulo_26_28,velocidad_angular,aceleracion_angular,velocidad,aceleracion,delta_t,error_total_px_28,error_total_px_26,error_tibia_px,error_tibia,error_total_tibia_px,error_X,error_Y,error_ángulo_26_28,error_ángulo,error_tiempo,error_velocidad_angular,velocidad_angular_error_positivo,velocidad_angular_error_negativo,error_aceleracion_angular,aceleracion_angular_error_positivo,aceleracion_angular_error_negativo,ángulo_26_28_error_positivo,ángulo_26_28_error_negativo,error_velocidad,error_aceleracion,energia_cinetica,altura_cm,energia_potencial,energia_mecanica,variacion_energia_mecanica,trabajo_calorico
190,306,426,254,303,129.61867149450345,3.1684761904761904,120,49,1.170584148853406,0.2419883786859483,-1.0655554750896905,0.3136621216238144,-1.4570614391151429,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0327317093918772,0.0327317093918772,0.02,0.3297953320440348,0.901579042774018,-0.4176022854021213,0.8261486627678188,-0.2394068123218716,-1.8917041378575088,1.2033158582452832,1.1378524394615286,0.4276475265666229,1.0917909404908412,0.023423350167621572,0.36839133891536496,54.20878552139596,54.23220887156358,0.08875538427906804,0.08875538427906804
191,305,426,254,303,130.5450113945378,3.1851523809523807,121,49,1.1742920760390474,0.2223485748100297,-1.0853803447837045,0.2902649723213457,-1.4814498976848844,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0324994470627224,0.0324994470627224,0.02,0.3271028559026534,0.8765542866153366,-0.4318571369952771,0.8192298221346248,-0.2661505226490794,-1.904610166918329,1.2067915231017698,1.141792628976325,0.4271611578412406,1.0873416586045477,0.019775555488020555,0.36896666892324764,54.293445332055896,54.31322088754391,0.0810120159803347,0.0810120159803347
192,304,426,254,303,131.47243057006287,3.2018285714285715,122,49,1.177695604483992,0.2040950809361461,-1.105876215795254,0.2683287635806883,-1.5086869207227505,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0322701928360436,0.0322701928360436,0.02,0.3244918106133018,0.8530787021627497,-0.4448885402904574,0.8125120198868707,-0.2933641959083832,-1.918388235682125,1.2099657973200355,1.1454254116479483,0.426739302643598,1.0834846184163975,0.016661920824932813,0.36949030271579064,54.3704980446286,54.38715996545353,0.07393907790961407,0.07393907790961407
193,304,426,254,303,131.47243057006287,3.2185047619047618,122,49,1.1808174821962931,0.1872056880591839,-1.126724423947342,0.246123868256819,-1.5274077740949157,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0322701928360436,0.0322701928360436,0.02,0.3242084925053636,0.8356226730699112,-0.4612112969515434,0.8116202860803844,-0.3151041378669575,-1.9383447100277265,1.213087675032337,1.1485472893602495,0.4263475481857309,1.0800831998633993,0.014018387856684989,0.3699668410755475,54.44062066426682,54.454639052123504,0.0674790866699766,0.0674790866699766
194,304,426,254,303,131.47243057006287,3.2351809523809525,122,49,1.1836793989211964,0.1716169366732273,-1.1467763304242848,0.2256289579141775,-1.5464164653929862,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0322701928360436,0.0322701928360436,0.02,0.3239685035641152,0.8195539438014577,-0.4763200704550031,0.8108583433287889,-0.3359179870954959,-1.9576346737530737,1.21594959175724,1.1514092060851528,0.4260156927827309,1.0771936347759858,0.011780949181241007,0.37040052999732187,54.50443798910592,54.51621893828716,0.06157988616365628,0.06157988616365628
195,303,426,255,304,132.4009063413087,3.251857142857143,123,49,1.186300419043192,0.1571713950939703,-1.1664753280061937,0.208096351613696,-1.577130700425044,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0320438945952713,0.0320438945952713,0.02,0.3215090865454293,0.800189568184829,-0.4858467779968882,0.8045836128193671,-0.3618917151868264,-1.9710589408255603,1.2183443136384633,1.1542565244479208,0.4257534775859346,1.0748106774249089,0.009881138974313966,0.3707950525443485,54.56249198190089,54.572373120875206,0.05615418258804539,0.05615418258804539
196,303,426,255,305,132.7742444904131,3.268533333333333,123,50,1.1886961424840812,0.1436613142737637,-1.1851648808459283,0.1907452246519878,-1.600996426173835,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0319537927208888,0.0319537927208888,0.02,0.3204347609194042,0.7845308361125722,-0.4972082075650447,0.8017985964740627,-0.3833662843718656,-1.986963477319991,1.22064993520497,1.1567423497631923,0.4255154653677118,1.0727433050019042,0.008255429287546042,0.37115343469381146,54.61522791519436,54.623483344481905,0.051110223606698924,0.051110223606698924
197,303,425,255,305,131.84839779079607,3.285209523809524,122,50,1.1908773653032905,0.1307986270799385,-1.2035281264174935,0.1724558941372572,-1.6093895458280487,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0321781740105108,0.0321781740105108,0.02,0.3225201723362048,0.7758389717523481,-0.5142417175924711,0.8069414100696122,-0.3965867163478815,-2.010469536487106,1.2230555393138012,1.1586991912927798,0.4252879671523541,1.0709068304126714,0.00684331233839873,0.3714778765474679,54.6629695339599,54.6698128462983,0.046329501816394725,0.046329501816394725
198,303,425,255,305,131.84839779079607,3.301885714285714,122,50,1.1928496424995294,0.1182690494603601,-1.2225098082938817,0.155935846795889,-1.6303019794481617,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0321781740105108,0.0321781740105108,0.02,0.322385601413822,0.7630402522880042,-0.526502153367284,0.8065724793620408,-0.4159373289318406,-2.029082287655922,1.22502781651004,1.1606714684890187,0.4251013822569016,1.0693647343132138,0.005595027224102843,0.3717697176772212,54.705913956203105,54.71150898342721,0.04169613712890907,0.04169613712890907
199,303,425,255,305,131.84839779079607,3.318561904761905,122,50,1.194612405308005,0.1057053654425634,-1.2404403315716055,0.1393708307149257,-1.650232947320755,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0321781740105108,0.0321781740105108,0.02,0.3222642107603104,0.7502337869631843,-0.5388230560780574,0.8062725488826067,-0.434167782688999,-2.0467128804542125,1.2267905793185157,1.1624342312974942,0.4249330685891245,1.068016979258947,0.004469449713338351,0.3720293327856402,54.744116319406956,54.7485857691203,0.037076785693088254,0.037076785693088254
200,303,425,255,304,131.47243057006287,3.335238095238095,122,49,1.1961589494080145,0.0927396519137522,-1.2584657388492757,0.1219270744732258,-1.6658429692021517,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0322701928360436,0.0322701928360436,0.02,0.3230723052706181,0.7388842624549885,-0.5534049586274841,0.8083309353236099,-0.4501348035256658,-2.0667966741728856,1.228429142244058,1.1638887565719709,0.4247763223213024,1.0668208313306515,0.0034402572148335697,0.37225615177295623,54.77749273339051,54.78093299060534,0.03234722148504687,0.03234722148504687
201,303,425,255,304,131.47243057006287,3.351914285714286,122,49,1.1974767607900665,0.0790235266222053,-1.2761215258344332,0.103894151172394,-1.6859580692633651,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0322701928360436,0.0322701928360436,0.02,0.322970892266487,0.7249653111551794,-0.5669182579107687,0.8081550336430819,-0.4679664921913512,-2.084276559477515,1.22974695362611,1.1652065679540229,0.424636065052726,1.065791822563096,0.0024978871039241565,0.37244872184857175,54.80582942001733,54.80832730712125,0.027394316515909622,0.027394316515909622
202,303,425,255,304,131.47243057006287,3.368590476190476,122,49,1.1985468517430065,0.0641687892968009,-1.291525658726728,0.0843642669558865,-1.7034137278345156,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0322701928360436,0.0322701928360436,0.02,0.3228793025765208,0.7099273944498427,-0.5815898158562408,0.8080520839235368,-0.4834735748031911,-2.099577742650265,1.23081704457905,1.1662766589069629,0.4245093917613967,1.06493608660874,0.001647053407926892,0.37260461701918,54.828769394372344,54.83041644778027,0.02208914065901979,0.02208914065901979
203,303,425,256,303,130.74020039758238,3.385266666666667,122,47,1.1993453680661172,0.0478836173196067,-1.3070548988130286,0.0626031372412652,-1.7118438586812388,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0324509269086124,0.0324509269086124,0.02,0.324607499227356,0.6970986157743186,-0.6013313811351053,0.8125393658962189,-0.4945155329168097,-2.119594264709248,1.2317962949747296,1.1668944411575048,0.4243992482444586,1.0642679497879612,0.0009171363230442157,0.3727206701268828,54.845846609170806,54.84676374549385,0.016347297713579678,0.016347297713579678
204,303,425,256,301,130.034610777285,3.401942857142857,122,45,1.199843293604144,0.0298584702985839,-1.321654488999359,0.0388263456368148,-1.7197675658788305,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.032627011083886,0.032627011083886,0.02,0.3263081031953454,0.6824746766892748,-0.6227577360921069,0.8170139385900712,-0.5046405504092875,-2.1386684275894297,1.23247030468803,1.167216282520258,0.4243160983011451,1.0638786169600054,0.0003566112994285668,0.37279291629830064,54.85647763329494,54.856834244594374,0.010070499100521602,0.010070499100521602
205,302,425,256,301,130.97327971765844,3.4186190476190474,123,45,1.20000812222776,0.0098840693773024,-1.3357835501107862,0.0129454898330218,-1.7496474796287012,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0323931774195868,0.0323931774195868,0.02,0.3239359677176948,0.657756004812692,-0.6379878660580871,0.8113780248494052,-0.524405525261381,-2.147161574960192,1.2324012996473468,1.167614944808173,0.424269848937322,1.063897080999514,3.907793098213083e-05,0.37281681163547814,54.85999383216061,54.8600329100916,0.003198665497222919,0.003198665497222919
206,302,425,256,300,130.6330739131557,3.435295238095238,123,44,1.1998042965345015,-0.0122225572770589,-1.3507529685931825,-0.0159667022818181,-1.764725277779642,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.032477538497944,0.032477538497944,0.02,0.3247817808619612,0.6373410044468635,-0.6617861190009813,0.8138331682610934,-0.5369198003320889,-2.164586136854276,1.2322818350324456,1.1673267580365574,0.424272863988152,1.0643609342003193,5.975636255639421e-05,0.37278726138036034,54.85564551212003,54.85570526848258,-0.004327641609016553,-0.004327641609016553
207,302,425,256,299,130.29965464267354,3.4519714285714285,123,43,1.1991948296224608,-0.0365471306477846,-1.3598066774574058,-0.04762078501587,-1.7735638075865388,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0325606441456354,0.0325606441456354,0.02,0.3256634761675884,0.6147798216873922,-0.6878740829829614,0.8164266063891829,-0.543380071068223,-2.1762332838465888,1.2317554737680962,1.1666341854768254,0.4243423193587732,1.0654270066940743,0.0005342771034344947,0.3726988096594521,54.84262984138838,54.84316411849181,-0.012541149990767053,-0.012541149990767053
208,302,425,256,299,130.29965464267354,3.468647619047619,123,43,1.1981421752950934,-0.06312318924819,-1.370382602420302,-0.0822492975898329,-1.7907956362142292,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0325606441456354,0.0325606441456354,0.02,0.325776553531961,0.5884299178157321,-0.7146762963121122,0.8171469028038001,-0.5532356996165018,-2.187529505224102,1.2307028194407288,1.165581531149458,0.4244974574214787,1.067259230206285,0.0015938148083451244,0.3725457122777302,54.820101561668004,54.82169537647635,-0.02146874201546467,-0.02146874201546467
209,302,425,256,298,129.9730741346068,3.485323809523809,123,42,1.1966097950762375,-0.0918903043859893,-1.3799819082240292,-0.1194326534421178,-1.804579611498602,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0326424585658825,0.0326424585658825,0.02,0.3267840709643754,0.5616778375427616,-0.7454584463147402,0.8201195642610646,-0.5598623439629646,-2.200101472485094,1.2292522536421202,1.1639673365103549,0.4247561525872222,1.0699577306425152,0.0033775312160599065,0.37232210603660176,54.78719790328595,54.79057543450201,-0.03111994197433887,-0.03111994197433887
210,302,425,255,299,130.6330739131557,3.502,123,44,1.194562689806159,-0.1227561698219565,-1.388444140696116,-0.1603601580564754,-1.833452459353493,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.032477538497944,0.032477538497944,0.02,0.3254199051797878,0.5280836405376191,-0.7735959801815323,0.8172010781332116,-0.5712430625629045,-2.205645218829328,1.227040228304103,1.1620851513082149,0.4251503327139918,1.0737893551124045,0.0060276308917428115,0.37202202665436246,54.74304122218944,54.749068853081184,-0.041506581420826194,-0.041506581420826194
211,302,426,255,299,131.5750736271882,3.5186761904761905,124,44,1.1919690480809966,-0.1555296294357789,-1.395441551824688,-0.204638224442219,-1.8678805564536047,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.032245018529426,0.032245018529426,0.02,0.3234916069021782,0.4914535843685776,-0.8025128432401354,0.8128688370180499,-0.5825727148066382,-2.208310388842738,1.2242140666104226,1.1597240295515705,0.4257053534914846,1.078855618139391,0.00967578625297228,0.3716395932888328,54.686766152451746,54.696441938704716,-0.05262691437646794,-0.05262691437646794
212,305,426,255,299,128.75169901791588,3.535352380952381,121,44,1.188801118087586,-0.189967246892131,-1.4017143405108423,-0.2445860579511777,-1.851194368842669,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.032952114181646,0.032952114181646,0.02,0.3310404219250856,0.4721135969580401,-0.8520480907423023,0.8320671188537343,-0.5696472216571082,-2.233781459364577,1.221753232269232,1.15584900390594,0.4263259905416165,1.0846234640842358,0.014435021956710342,0.37116908955076927,54.6175315273957,54.631966549352406,-0.06447538935231023,-0.06447538935231023
213,306,426,255,299,127.81236246936366,3.5520285714285715,120,44,1.1850360571648888,-0.2257746412810921,-1.4063089523341312,-0.288567902878095,-1.8625880103539492,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0331942904829432,0.0331942904829432,0.02,0.3340713403477818,0.4423680394144714,-0.8939173219766557,0.8399621640834859,-0.5663467882506453,-2.246271116417617,1.218230347647832,1.1518417666819456,0.427133673654137,1.0918964746104978,0.02038967545824233,0.3706050554581693,54.534533910669616,54.554923586127856,-0.07704296322454951,-0.07704296322454951
214,306,426,255,299,127.81236246936366,3.568704761904762,120,44,1.1806564654601448,-0.2626254306100087,-1.4093066401303591,-0.3356677673079916,-1.889423003119387,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0331942904829432,0.0331942904829432,0.02,0.3348196147429652,0.4070137988759216,-0.9322646600959392,0.8421035977345359,-0.5672030423958234,-2.2514102378648952,1.213850755943088,1.1474621749772016,0.4281422773086193,1.100669337628215,0.027588846721237004,0.36994235086085114,54.43701692917425,54.464605775895485,-0.09031781023237073,-0.09031781023237073
215,305,425,255,299,127.81236246936366,3.585380952380953,120,44,1.175651208922818,-0.300143881450199,-1.4109881740027734,-0.3836209856887456,-1.918558811006652,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0331942904829432,0.0331942904829432,0.02,0.335695325208807,0.371246768967415,-0.971534531867813,0.8444635335543451,-0.5665246404484283,-2.2554517075571185,1.2088454994057611,1.1424569184398747,0.4293224982075101,1.1107599022307957,0.036034539828796446,0.36917628483960474,54.32429031414784,54.360324853976635,-0.10428092191884986,-0.10428092191884986
216,305,425,255,299,127.81236246936366,3.602057142857143,120,44,1.170015418231094,-0.3379543247464506,-1.4111211297044215,-0.4319474065258238,-1.9495657472780104,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0331942904829432,0.0331942904829432,0.02,0.3366931922963301,0.3354320598462097,-1.011340709339111,0.8470239642453772,-0.5640971654590445,-2.258145093949799,1.2032097087140372,1.1368211277481508,0.4306671516017525,1.1221094260348383,0.045685250245931765,0.36830264523020984,54.19573424562538,54.24141949587131,-0.11890535810532299,-0.11890535810532299
217,305,426,255,300,129.0968628588627,3.618733333333333,121,45,1.163750395465545,-0.3756866878256132,-1.410306350416996,-0.4849997281612355,-2.002869196556878,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0328640107370976,0.0328640107370976,0.02,0.3345584720166141,0.293430256207615,-1.0448036318588416,0.841698812007706,-0.5686075384092899,-2.2520051624247017,1.1966144062026427,1.1308863847284474,0.4323127817417186,1.135133683935005,0.05645619496375191,0.3673177355188596,54.05080478160019,54.10726097656394,-0.13415851930736977,-0.13415851930736977
218,304,426,255,301,130.38404810405297,3.635409523809524,122,46,1.1568642054010363,-0.4129354407615118,-1.40768466425643,-0.5384019437211727,-2.0577214937348374,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0325395686727984,0.0325395686727984,0.02,0.3326023365847426,0.2522692324079734,-1.078140113930997,0.836704039284912,-0.570980624971518,-2.244388703541342,1.1894037740738348,1.1243246367282378,0.4341516135042733,1.1493018871413143,0.06820627129476162,0.36621854261221476,53.88905854538741,53.95726481668217,-0.1499961598817734,-0.1499961598817734
219,304,425,255,304,130.5450113945378,3.652085714285714,121,49,1.1493704247477825,-0.4493700563059281,-1.4034013356255033,-0.5866301912082148,-2.095684475557402,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0324994470627224,0.0324994470627224,0.02,0.33352223432056,0.217674412335192,-1.1164145249470483,0.838766065405188,-0.5646352702203152,-2.242167401030692,1.1818698718105047,1.1168709776850598,0.4359759932548655,1.163862351739776,0.0807733790017572,0.36500263432002206,53.71013764019125,53.790911019193004,-0.16635379748916534,-0.16635379748916534
220,304,425,255,306,131.30879635424276,3.668761904761905,121,51,1.1412888587614898,-0.4846170351574528,-1.3978513796597336,-0.6363447957928687,-2.143885349727387,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0323104072607105,0.0323104072607105,0.02,0.3330576716041495,0.1814983080508462,-1.150732378365752,0.8372938631856552,-0.5605575164740784,-2.235145242845389,1.1735992660222003,1.1089784515007792,0.4380047705295248,1.179382394726591,0.09394146830591996,0.3636683846442996,53.51380280040869,53.60774426871461,-0.18316675047839226,-0.18316675047839226
221,303,425,255,308,133.01503674397117,3.685438095238095,122,53,1.1326443352032398,-0.5183751990955203,-1.391021966987737,-0.68951696154854,-2.207696872727912,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031895947939221,0.031895947939221,0.02,0.3304662286059864,0.1425572581164526,-1.1793076563074931,0.8304650123633052,-0.5605569546244319,-2.221486979351042,1.164540283142461,1.1007483872640187,0.4403332483116196,1.1960022588026005,0.10748513881492816,0.36221490302427534,53.29992298002212,53.40740811883705,-0.20033614987756465,-0.20033614987756465
222,303,425,255,310,133.82451195502264,3.702114285714286,122,55,1.123465662685335,-0.550405833455164,-1.3821480251799212,-0.736577920393348,-2.255069633371785,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0317030163244324,0.0317030163244324,0.02,0.330049886116958,0.1096939387787521,-1.2105056056890802,0.8290012396827966,-0.5531467854971246,-2.211149264862718,1.1551686790097675,1.0917626463609025,0.442544174068035,1.212307112035623,0.12117863260058952,0.3606419848339306,53.068468068312896,53.189646700913485,-0.21776141792356185,-0.21776141792356185
223,303,425,255,311,134.23859355639868,3.718790476190476,122,56,1.113784808461497,-0.5805195279857245,-1.3721639908281826,-0.7792812496882808,-2.2943616258122703,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0316052230190924,0.0316052230190924,0.02,0.3305463750504266,0.0805732221151287,-1.2416122780865777,0.8297881531498613,-0.5423758376783213,-2.201952143978044,1.1453900314805894,1.0821795854424046,0.4446691579412822,1.228279980517024,0.13480116894910738,0.35895008999986544,52.8195057434802,52.95430691242931,-0.23533978848417547,-0.23533978848417547
224,302,425,254,312,135.988970140964,3.7354666666666665,123,58,1.103634975767328,-0.6086421661266408,-1.360819629624867,-0.8276862135592741,-2.354329329696811,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0311984176563836,0.0311984176563836,0.02,0.3280793147977747,0.0475164634689087,-1.2648007957221905,0.8232060782930598,-0.5376135513318071,-2.1840257079179266,1.1348333934237118,1.0724365581109443,0.4471883675441903,1.2452559524051328,0.1481781145549318,0.3571401118253217,52.55316745509609,52.70134556965102,-0.25296134277829196,-0.25296134277829196
225,302,424,254,313,135.51752654177244,3.752142857142857,122,59,1.093051825466279,-0.6346263744204181,-1.34818398138001,-0.8600299653962783,-2.3728232836309378,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0313069519152677,0.0313069519152677,0.02,0.3304736462290869,0.0263209180377557,-1.295573666878592,0.8287340116580006,-0.5194499697220094,-2.1769179930380105,1.1243587773815469,1.061744873551011,0.4489724272685094,1.2597325385651932,0.16110025404400194,0.35521368320833074,52.26969348410587,52.43079373814987,-0.2705518315011446,-0.2705518315011446
226,301,423,254,317,137.3062270984095,3.768819047619048,122,63,1.0820709470815475,-0.6584764308376758,-1.334110980001722,-0.9041291435154803,-2.4271651833843797,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0308991134399062,0.0308991134399062,0.02,0.3279229942337776,-0.0026304423701206,-1.314322419305231,0.8219729137050096,-0.5121380662967125,-2.1560838937067315,1.1129700605214536,1.0511718336416414,0.4514608144673521,1.2758902338935894,0.17343648398748981,0.35317280440328075,51.969378167942764,52.14281465193025,-0.28797908621962165,-0.28797908621962165
227,301,423,254,318,137.7679207943562,3.7854952380952382,122,64,1.0707267076689,-0.6802656415351236,-1.3184427342475775,-0.937187830221328,-2.4539278224015693,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0307955630211782,0.0307955630211782,0.02,0.3281856897615776,-0.0238942620119684,-1.3366370210582788,0.8222705480371874,-0.4961721862103904,-2.140713282284765,1.1015222706900782,1.0399311446477215,0.4534121755046297,1.2900363586360444,0.18510453722127734,0.3510196730306712,51.652544886463275,51.83764942368455,-0.30516522824569847,-0.30516522824569847
228,301,422,254,320,137.82960494755835,3.802171428571429,121,66,1.0590512270962658,-0.7001287607804544,-1.3013376551100295,-0.9649847051079362,-2.469242094831285,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0307817807990781,0.0307817807990781,0.02,0.3292164752506257,-0.0416958102792028,-1.358561711281706,0.8245378670905604,-0.4767997880194691,-2.12587552220059,1.089833007895344,1.0282694462971875,0.4551060997758151,1.3029735284043242,0.19607211266878993,0.34875650447832585,51.31951963398565,51.51559174665444,-0.32205767703011645,-0.32205767703011645
229,301,422,254,322,138.7984149765407,3.818847619047619,121,68,1.0470740512828485,-0.7182201372980368,-1.283143540275441,-0.9968781666120096,-2.496960869469675,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0305669246139184,0.0305669246139184,0.02,0.3282970637728092,-0.0616260097524182,-1.3748142648436552,0.8219879104423806,-0.4611556298330603,-2.1051314507178214,1.0776409758967669,1.01650712666893,0.4570839866640825,1.316280837383114,0.20633606624816436,0.3463854588893249,50.970620275564166,51.17695634181233,-0.3386354048421083,-0.3386354048421083
230,301,421,254,325,139.43098651304163,3.8355238095238096,120,71,1.0348205187410469,-0.7347920713244716,-1.2637617780668442,-1.0245278338673232,-2.5148904435103008,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0304282483630168,0.0304282483630168,0.02,0.3280285594570127,-0.0787349524104461,-1.390849190238497,0.8211172450418524,-0.4426445330249918,-2.0848790231086967,1.0652487671040638,1.00439227037803,0.4588466815579929,1.328556128622398,0.21596775523252293,0.3439082851147226,50.60610415463143,50.82207190986396,-0.3548844319483706,-0.3548844319483706
231,302,419,255,328,137.90576492663388,3.8522,117,73,1.0223117527797854,-0.7500973306296239,-1.2426899026954554,-1.034427461499045,-2.489662293578622,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0307647812212664,0.0307647812212664,0.02,0.3321055539231465,-0.0858862227833308,-1.414308438475917,0.8311451058216233,-0.4115447968738321,-2.0738350085170785,1.0530765340010515,0.991546971558519,0.4595257690164809,1.3372898212512585,0.225058402167075,0.3413262546588566,50.226158373050744,50.451216775217816,-0.37085513464614195,-0.37085513464614195
232,302,417,256,330,136.75159962501354,3.868876190476191,115,74,1.0095640617507766,-0.7644246476561176,-1.2201594577669617,-1.0453629335976145,-2.467688768660333,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0310244318805266,0.0310244318805266,0.02,0.3354130289777826,-0.0935985897005524,-1.4352507056116828,0.8392972209728078,-0.3808622367941539,-2.059456678739769,1.0405884936313032,0.97853962987025,0.4602723821933229,1.345955596776716,0.23373801677767186,0.3386399622907114,49.830870451078184,50.064608467855855,-0.3866083073619606,-0.3866083073619606
233,302,414,256,331,134.79243302203577,3.885552380952381,112,75,0.9965886729128938,-0.7780787138650777,-1.1966636978549856,-1.048791229245302,-2.429054244194356,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0314753624665688,0.0314753624665688,0.02,0.3404495789241262,-0.0971795560168252,-1.45897787171333,0.8518081845171097,-0.3448555133378759,-2.0484718823720955,1.0280640353794626,0.9651133104463248,0.4605463870345483,1.353059525407897,0.2421625939879734,0.3358491777332622,49.42020650344954,49.66236909743751,-0.4022393704183429,-0.4022393704183429
234,302,414,256,333,135.9154148726332,3.902228571428572,112,77,0.9833917081559636,-0.791365676457804,-1.1715506770484505,-1.0755879423172443,-2.443501342715288,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0312153017455384,0.0312153017455384,0.02,0.3389033699833438,-0.1135589364911163,-1.4691724164244917,0.8479093316836996,-0.3236413453647506,-2.0194600087321497,1.014607009901502,0.9521764064104252,0.462318292407526,1.3645941497888936,0.2505038535502071,0.3329527391597964,48.99399556736404,49.244499420914245,-0.41786967652326723,-0.41786967652326723
235,303,413,257,335,134.84806264830058,3.918904761904762,110,78,0.9699746615747814,-0.8045630445597822,-1.1449643798581508,-1.0849376783730496,-2.4168630459212883,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0314623777590678,0.0314623777590678,0.02,0.342037768852491,-0.1204875068548001,-1.4886385822647643,0.8557307032823221,-0.2892336765758286,-2.000695083140473,1.0014370393338492,0.9385122838157136,0.4629823115200597,1.372916267641606,0.2589286770685225,0.3299485557095009,48.551929972653056,48.81085864972158,-0.433640771192664,-0.433640771192664
236,303,413,258,336,134.84806264830058,3.935580952380952,110,78,0.9563351470091026,-0.8179035005118733,-1.1168931948223149,-1.1029270247728944,-2.4081967094394967,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0314623777590678,0.0314623777590678,0.02,0.3429165455094947,-0.1320704094928838,-1.503736591530863,0.8579398469195519,-0.2589533479027629,-1.9748330417418667,0.9877975247681704,0.9248727692500348,0.4642211397642941,1.3831594144407422,0.2675864544598305,0.3268336820938262,48.09357632010652,48.36116277456635,-0.44969587515522846,-0.44969587515522846
237,303,412,258,337,134.61797799699713,3.952257142857143,109,79,0.9424670923510882,-0.831608074866644,-1.087103170765803,-1.1194939752452302,-2.394416536804659,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031516152227557,0.031516152227557,0.02,0.344324090244674,-0.1429598943772959,-1.5202562553559922,0.8614917820308412,-0.2256113887349617,-1.948594952796644,0.9739832445786452,0.9109509401235312,0.4653833829885177,1.3934854235868517,0.2766287960733624,0.32360428113456163,47.618369968950745,47.894998765024106,-0.466164009542247,-0.466164009542247
