frame,x_26,x_28,y_26,y_28,distance,time_seconds,X,Y,ángulo_26_28,velocidad_angular,aceleracion_angular,velocidad,aceleracion,delta_t,error_total_px_28,error_total_px_26,error_tibia_px,error_tibia,error_total_tibia_px,error_X,error_Y,error_ángulo_26_28,ángulo_26_28_error_positivo,ángulo_26_28_error_negativo,error_velocidad_angular,error_aceleracion_angular,velocidad_angular_error_positivo,velocidad_angular_error_negativo,error_ángulo,error_tiempo,aceleracion_angular_error_positivo,aceleracion_angular_error_negativo,error_aceleración,error_velocidad,error_aceleracion
230,301,421,254,325,139.43098651304163,3.8355238095238096,120,71,1.0348205187410469,-0.7347920713244716,-1.2637617780668442,-1.0245278338673232,-2.5148904435103008,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.030428248363016858,1.0652487671040638,1.00439227037803,0.3280285594570127,0.8211172450418524,-0.07873495241044615,-1.390849190238497,0.030428248363016858,0.02,-0.44264453302499185,-2.0848790231086967,16.422344900837047,0.45884668155799296,1.328556128622398
231,302,419,255,328,137.90576492663388,3.8522,117,73,1.0223117527797854,-0.7500973306296239,-1.2426899026954554,-1.034427461499045,-2.489662293578622,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.030764781221266402,1.0530765340010517,0.991546971558519,0.33210555392314656,0.8311451058216233,-0.0858862227833308,-1.414308438475917,0.030764781221266402,0.02,-0.41154479687383216,-2.0738350085170785,16.622902116432464,0.4595257690164809,1.3372898212512585
232,302,417,256,330,136.75159962501354,3.868876190476191,115,74,1.0095640617507766,-0.7644246476561176,-1.2201594577669617,-1.0453629335976145,-2.4676887686603335,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031024431880526643,1.0405884936313032,0.97853962987025,0.3354130289777826,0.8392972209728078,-0.09359858970055246,-1.4352507056116828,0.031024431880526643,0.02,-0.3808622367941539,-2.0594566787397692,16.785944419456154,0.4602723821933229,1.345955596776716
233,302,414,256,331,134.79243302203577,3.885552380952381,112,75,0.9965886729128938,-0.7780787138650777,-1.1966636978549856,-1.048791229245302,-2.429054244194356,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03147536246656888,1.0280640353794626,0.9651133104463249,0.3404495789241262,0.8518081845171097,-0.09717955601682526,-1.45897787171333,0.03147536246656888,0.02,-0.3448555133378759,-2.0484718823720955,17.036163690342192,0.4605463870345483,1.353059525407897
234,302,414,256,333,135.9154148726332,3.902228571428572,112,77,0.9833917081559636,-0.791365676457804,-1.1715506770484503,-1.0755879423172443,-2.4435013427152876,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031215301745538417,1.0146070099015019,0.9521764064104251,0.3389033699833438,0.8479093316836996,-0.11355893649111637,-1.4691724164244917,0.031215301745538417,0.02,-0.32364134536475064,-2.0194600087321497,16.958186633673993,0.46231829240752603,1.3645941497888936
235,303,413,257,335,134.84806264830058,3.918904761904762,110,78,0.9699746615747814,-0.8045630445597822,-1.1449643798581508,-1.0849376783730496,-2.4168630459212883,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031462377759067885,1.0014370393338492,0.9385122838157135,0.34203776885249104,0.8557307032823221,-0.12048750685480014,-1.4886385822647643,0.031462377759067885,0.02,-0.28923367657582866,-2.000695083140473,17.114614065646442,0.46298231152005975,1.372916267641606
236,303,413,258,336,134.84806264830058,3.935580952380952,110,78,0.9563351470091026,-0.8179035005118733,-1.1168931948223149,-1.1029270247728944,-2.4081967094394967,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031462377759067885,0.9877975247681705,0.9248727692500347,0.34291654550949474,0.8579398469195519,-0.13207040949288384,-1.503736591530863,0.031462377759067885,0.02,-0.2589533479027629,-1.9748330417418667,17.15879693839104,0.4642211397642941,1.3831594144407422
237,303,412,258,337,134.61797799699713,3.952257142857143,109,79,0.9424670923510882,-0.831608074866644,-1.087103170765803,-1.1194939752452302,-2.394416536804659,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031516152227557034,0.9739832445786452,0.9109509401235312,0.34432409024467403,0.8614917820308412,-0.14295989437729595,-1.5202562553559922,0.031516152227557034,0.02,-0.22561138873496178,-1.9485949527966442,17.229835640616823,0.4653833829885177,1.3934854235868517
238,303,412,258,337,134.61797799699713,3.968933333333333,109,79,0.9283612814923838,-0.8458652999223135,-1.0558588729023817,-1.1386867633336537,-2.38455148578786,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031516152227557034,0.9598774337199408,0.8968451292648268,0.3452885389369431,0.863956898474603,-0.1552882220484273,-1.5364423777961997,0.031516152227557034,0.02,-0.19190197442777868,-1.9198157713769848,17.27913796949206,0.46674058149970893,1.4048177614776114
239,303,412,258,338,135.20724832641184,3.985609523809524,109,80,0.9140068072881589,-0.8607765799221012,-1.023228622555259,-1.1638323279508702,-2.3852788755015397,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03137879617871428,0.9453856034668732,0.8826280111094446,0.3450622812341353,0.863460784437174,-0.17065201745383063,-1.5509011423903718,0.03137879617871428,0.02,-0.15976783811808493,-1.886689406992433,17.26921568874348,0.46853016045513335,1.417949055404052
240,303,411,258,340,135.60235986147143,4.002285714285715,108,82,0.8993913739098056,-0.8764251883078626,-0.9883102655940568,-1.1884532377658064,-2.3817623956027028,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03128736617455241,0.930678740084358,0.8681040077352532,0.34532740623611224,0.8642044623603686,-0.18577037583563816,-1.5670800007800871,0.03128736617455241,0.02,-0.12410580323368814,-1.8525147279544254,17.284089247207373,0.4703180559489864,1.43162048124449
241,302,410,258,340,135.60235986147143,4.0189619047619045,108,82,0.8845026017649155,-0.8928161480374214,-0.9515002793316893,-1.2106797659630315,-2.3711712780162237,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03128736617455241,0.9157899679394679,0.853215235590363,0.3464931194299511,0.8672014809617283,-0.1998299091775192,-1.5858023868973237,0.03128736617455241,0.02,-0.08429879836996101,-1.8187017602934177,17.344029619234565,0.4719687481623599,1.4454214189891914
242,302,408,258,342,135.2479205015737,4.035638095238095,106,84,0.869328759958075,-0.909910559519259,-0.913027018518475,-1.230635110174032,-2.354617937826254,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031369359849565445,0.9006981198076405,0.8379594001085096,0.34846552376821266,0.872211414161459,-0.2129795119828337,-1.6068416070556844,0.031369359849565445,0.02,-0.04081560435701603,-1.785238432679934,17.44422828322918,0.4734832049667209,1.459336498386696
243,302,407,258,343,135.09256086106296,4.052314285714286,105,85,0.8538588755133679,-0.9276629735546658,-0.8719542225220964,-1.2532036671348832,-2.340495929065229,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03140543535541282,0.8852643108687808,0.8224534401579551,0.35008837378519214,0.8763454572243646,-0.22748622598428148,-1.6278397211250502,0.03140543535541282,0.02,0.00439123470226821,-1.7482996797464612,17.52690914448729,0.4752123822513029,1.474452160236705
244,302,406,258,345,135.5912976558599,4.068990476190476,104,87,0.8380835288973855,-0.9459802368236553,-0.8293419340431868,-1.2826668786771709,-2.3378930080302514,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0312899187519202,0.8693734476493057,0.8067936101454652,0.3504169768085097,0.8772384929755458,-0.2451462832066359,-1.6468141904406748,0.0312899187519202,0.02,0.047896558932359,-1.7065804270187326,17.544769859510915,0.47748339707704146,1.491777354996926
245,302,405,258,347,136.12494260788506,4.085666666666667,103,89,0.8219952658637919,-0.9647444994444878,-0.783913532800155,-1.313257896181537,-2.334060178312833,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031167254184565063,0.853162520048357,0.7908280116792268,0.3507463386613439,0.8781197655930888,-0.2632518221218,-1.6662371767671758,0.031167254184565063,0.02,0.09420623279293383,-1.6620332983932438,17.562395311861774,0.47988377541994437,1.5099743001741779
246,302,403,257,349,136.61991070118586,4.102342857142857,101,92,0.8055885844571461,-0.9838386908610983,-0.7364138955292859,-1.3441195408981486,-2.3284848159412896,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03105433655566325,0.8366429210128093,0.7745342479014828,0.3512194490189261,0.8793452447524956,-0.2813997928232461,-1.6862775888989505,0.03105433655566325,0.02,0.1429313492232097,-1.6157591402817815,17.586904895049912,0.4823506433390772,1.5287933478300286
247,302,401,257,350,135.83077707206124,4.119019047619048,99,93,0.7888595398950738,-1.0031694340477206,-0.6865471069703357,-1.3626128376164177,-2.299473819501383,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031234752377721213,0.8200942922727951,0.7576247875173526,0.35432621806145814,0.8871328340427772,-0.29451699792480435,-1.711821870170637,0.031234752377721213,0.02,0.2005857270724415,-1.573679941013113,17.742656680855543,0.48389070483953495,1.5449736181130003
248,302,400,256,352,137.18600511714013,4.135695238095238,98,96,0.7718060518209767,-1.0226249273445265,-0.6341082224961379,-1.4028982851560126,-2.304546495491186,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.030926191658519293,0.802732243479496,0.7408798601624574,0.35316437900683595,0.8842496636227314,-0.3162961693308546,-1.7289536853581984,0.030926191658519293,0.02,0.25014144112659353,-1.5183578861188693,17.684993272454626,0.4871827196021207,1.5671402349872687
249,302,398,256,353,136.4734406395618,4.152371428571429,96,97,0.7544270840448869,-1.0421425565330689,-0.5788543055576711,-1.4222478032697694,-2.2721673488078946,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031087665609050387,0.7855147496539373,0.7233394184358365,0.3561560716852238,0.8917261534777359,-0.3298304131626213,-1.7544546999035164,0.031087665609050387,0.02,0.3128718479200647,-1.470580459035407,17.834523069554717,0.4888434972458816,1.5842519979993792
250,302,395,255,355,136.56134152826706,4.169047619047619,93,100,0.7367223719664185,-1.0616760526779832,-0.5212750115680622,-1.449839060221405,-2.251119559323193,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03106765530888618,0.7677900272753048,0.7056547166575323,0.35758300241667346,0.8952903198438135,-0.34651004784463624,-1.7768420575113302,0.03106765530888618,0.02,0.37401530827575125,-1.4165653314118756,17.90580639687627,0.4911969607886635,1.6038740113108965
251,302,391,255,357,135.36986370680884,4.185723809523809,89,102,0.7186923567418685,-1.0811830945618661,-0.46104617967252665,-1.4635960815294562,-2.206532925664787,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031341101859334204,0.7500334586012027,0.6873512548825342,0.36157241525794925,0.9052456025802006,-0.3580382640459676,-1.8043279250777646,0.031341101859334204,0.02,0.44419942290767395,-1.3662917822527272,18.10491205160401,0.4924363590746616,1.619991216998666
252,302,389,255,360,136.35981812836215,4.2024,87,105,0.7003371138123284,-1.1006856125652058,-0.39806420003778087,-1.5008928994589634,-2.194810839641395,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031113569564352753,0.7314506833766812,0.6692235442479757,0.36124356797571466,0.9044240695474918,-0.3781984766137765,-1.8231727485166351,0.031113569564352753,0.02,0.5063598695097109,-1.3024882695852726,18.08848139094984,0.49565586503757014,1.6429632686264015
253,301,385,255,362,136.03308421115798,4.219076190476191,84,107,0.6816575107127729,-1.1201361081972012,-0.3325002365765901,-1.5237556953434865,-2.1591241012499056,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031188300344154707,0.7128458110569276,0.6504692103686183,0.36354334683970285,0.9101582513900495,-0.3930494145177955,-1.8472228018766068,0.031188300344154707,0.02,0.5776580148134594,-1.2426584879666396,18.20316502780099,0.49770052184305247,1.662191325101781
254,301,383,255,362,134.80726983364065,4.2357523809523805,82,107,0.6626542484694448,-1.139544566276146,-0.26482994633189394,-1.5361889183344741,-2.107565755013602,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031471898306040386,0.6941261467754851,0.6311823501634044,0.36764172217995733,0.9203841729559425,-0.4042611219162314,-1.8748280106360609,0.031471898306040386,0.02,0.6555542266240486,-1.1852141192878365,18.40768345911885,0.4988721927353512,1.6786289898633298
255,301,381,255,365,136.01470508735443,4.252428571428571,80,110,0.6433286204067696,-1.1588754692066574,-0.1935711867140526,-1.5762410517711298,-2.089952367197274,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03119251469460218,0.6745211351013718,0.6121361057121675,0.36694044107863466,0.9186231922934036,-0.4249945870493881,-1.8927563513639267,0.03119251469460218,0.02,0.725052005579351,-1.1121943790074562,18.372463845868072,0.5024452829771027,1.7034614843043545
256,301,381,256,367,136.82470537150812,4.269104761904762,80,111,0.6236833428368956,-1.1780434864858584,-0.12082433599532205,-1.611854529532518,-2.0641522714211913,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031007855457094644,0.6546911982939903,0.592675487379801,0.3670727490355922,0.9189321791179785,-0.443897988414674,-1.912188984557043,0.031007855457094644,0.02,0.7981078431226565,-1.0397565151133006,18.37864358235957,0.5056883614981758,1.7273253252378065
257,301,379,257,369,136.48443134658254,4.285780952380953,78,112,0.6037226923526343,-1.1969550547386674,-0.04578897418334682,-1.633657299934246,-2.0179091839005934,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031085162206857943,0.6348078545594923,0.5726375301457763,0.36942047549933005,0.9247605606720983,-0.4581141037400073,-1.9357960057373274,0.031085162206857943,0.02,0.8789715864887515,-0.9705495348554452,18.49521121344197,0.507740919002037,1.747115731180361
258,300,378,258,371,137.3062270984095,4.302457142857143,78,113,0.5834540530854733,-1.2154238281278569,0.03158380652466075,-1.6688526016574174,-1.9849966845745186,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.030899113439906253,0.6143531665253795,0.552554939645567,0.369536594820391,0.9249945624906094,-0.47635063848707493,-1.954497017768639,0.030899113439906253,0.02,0.9565783690152702,-0.8934107559659487,18.499891249812187,0.5110230971311461,1.7711230352574898
259,300,373,258,373,136.2130683891968,4.319133333333333,73,115,0.5628886554076318,-1.2332191640053902,0.11080172836563928,-1.6798056632553433,-1.920642101696174,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031147089903275194,0.594035745310907,0.5317415655043566,0.3732394393804701,0.9341585554927287,-0.48674028524445,-1.9796980427663304,0.031147089903275194,0.02,1.044960283858368,-0.8233568271270895,18.683171109854573,0.512126489829517,1.787171800319126
260,299,371,259,374,135.67977004697494,4.335809523809524,72,115,0.5420429564417506,-1.2500276364463105,0.19129868331522837,-1.69603462265399,-1.860536537062285,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03126951560759869,0.5733124720493493,0.5107734408341519,0.37580922975759895,0.9404623261885514,-0.49840917693111264,-2.0016460959615086,0.03126951560759869,0.02,1.1317610095037798,-0.749163642873323,18.809246523771023,0.5137134162583185,1.8043726387283772
261,299,372,259,372,134.52880732393342,4.352485714285714,73,113,0.5209392363801749,-1.2655000608027016,0.2736160758621198,-1.7024621384815266,-1.786373496258811,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.031537042299820454,0.5524762786799954,0.48940219408035446,0.37946699954778895,0.9494557640474421,-0.5065660617071237,-2.0244340598982795,0.031537042299820454,0.02,1.223071839909562,-0.6758396881853224,18.98911528094884,0.5143989169398406,1.8175212113720791
262,299,373,259,371,134.23859355639868,4.369161904761905,74,112,0.49960719216410254,-1.279191686286445,0.35681612378630545,-1.7171689285613034,-1.7176032712118268,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03160522301909244,0.531212415183195,0.46800196914501013,0.3813064689358204,0.9538805083076799,-0.5165787484148042,-2.0418046241580856,0.03160522301909244,0.02,1.3106966320939852,-0.5970643845213744,19.0776101661536,0.5158410021763608,1.8322119877441814
263,299,374,259,371,134.79243302203577,4.385838095238095,75,112,0.4780847545238036,-1.2906087676935196,0.44042565127999644,-1.7396429587698086,-1.6515380042311572,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03147536246656888,0.5095601169903725,0.4466093920572347,0.38130221142585174,0.9536827505324448,-0.5280043448418161,-2.053213190545223,0.03147536246656888,0.02,1.3941084018124412,-0.5132570992524483,19.073655010648896,0.5180017078434835,1.8479760155671552
264,299,362,259,377,133.76471881628578,4.402514285714286,63,118,0.45641827456093403,-1.2992463712742837,0.5249908383282516,-1.737933255265842,-1.5557509567200012,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0317171876460652,0.4881354622069992,0.42470108691486885,0.3841114872217622,0.9605214820975259,-0.5310233968307593,-2.067469345717808,0.0317171876460652,0.02,1.4855123204257774,-0.4355306437692743,19.210429641950515,0.5178960799726818,1.853606481974769
265,297,354,259,379,132.84953895290718,4.419190476190476,57,120,0.4346632070456668,-1.3045585888653033,0.6090222332620909,-1.7331000706781075,-1.4518473535568024,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03193568243110897,0.46659888947677575,0.40272752461455785,0.38641567966821405,0.9661304814477124,-0.5317272295288752,-2.0773899482017315,0.03193568243110897,0.02,1.5751527147098034,-0.3571082481856215,19.322609628954247,0.5174788815474904,1.8557608895677942
266,295,349,259,380,132.5028301584536,4.435866666666667,54,121,0.41288382514315397,-1.3060166189399267,0.6927178146394164,-1.7305089824351494,-1.3422027808761094,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03201924579305755,0.4449030709362115,0.38086457935009643,0.387243279762443,0.9681150615141008,-0.5315300594150407,-2.080503178464813,0.03201924579305755,0.02,1.6608328761535172,-0.27539724687468436,19.36230123028201,0.5172468767169436,1.8558852778172212
267,294,344,259,380,130.92364186807515,4.452542857142857,50,121,0.39115297131429605,-1.3031065973900895,0.7756971599641208,-1.7060746147262607,-1.2076261143972902,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03240545883526805,0.42355843014956407,0.35874751247902803,0.3901722402292917,0.9754577299624669,-0.5227621169315061,-2.083451077848673,0.03240545883526805,0.02,1.7511548899265876,-0.19976056999834613,19.50915459924934,0.5149661762719675,1.8455149165814086
268,294,339,259,381,130.034610777285,4.469219047619047,45,122,0.3695508374770154,-1.295387808631956,0.8570332444679262,-1.6844524950109654,-1.06757938258108,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03262701108388604,0.40217784856090144,0.33692382639312934,0.39130218994938026,0.9784457814535306,-0.5127834287331954,-2.0779921885307164,0.03262701108388604,0.02,1.8354790259214568,-0.12141253698560439,19.56891562907061,0.5129340036713981,1.8327854959556302
269,294,337,259,382,130.29965464267354,4.485895238095238,43,123,0.348164239097558,-1.2824630667292924,0.9368986023932926,-1.6710449468681081,-0.9222777839324661,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03256064414563541,0.3807248832431934,0.3156035949519226,0.3895615660486685,0.9744397835921597,-0.5033399346319555,-2.0615861988266295,0.03256064414563541,0.02,1.9113383859854522,-0.03754118119886707,19.488795671843192,0.5116315804223519,1.8192553847325967
270,289,329,257,383,132.19682295728592,4.502571428571429,40,126,0.3270849301965223,-1.264036227646325,1.0145798327741797,-1.671015733977568,-0.7709821194218502,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03209336345768403,0.35917829365420634,0.29499156673883825,0.38396891043055714,0.9610270306286225,-0.4960984067852108,-2.0319740485074393,0.03209336345768403,0.02,1.9756068634028021,0.05355280214555724,19.22054061257245,0.5115142707433797,1.806441582476505
271,289,326,257,384,132.2800060477773,4.519247619047619,37,127,0.3064081341588168,-1.239899248406079,1.089485733115798,-1.6401388007779065,-0.5924350727109251,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03207318183510602,0.33848131599392284,0.27433495232371075,0.3816043615333358,0.9559173686442155,-0.47669052533940726,-2.0031079714727507,0.03207318183510602,0.02,2.0454031017600136,0.1335683644715826,19.11834737288431,0.5085789577685653,1.7799866566875706
272,291,325,257,384,131.47243057006287,4.535923809523809,34,127,0.28623045534642105,-1.2099693177051014,1.161329015030291,-1.5907760711389027,-0.3979627544418458,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03227019283604362,0.31850064818246465,0.25396026251037745,0.38059217910141624,0.9544180410888153,-0.44878495950226893,-1.9711536759079338,0.03227019283604362,0.02,2.1157470561191065,0.20691097394147573,19.088360821776305,0.504017849402632,1.7444856003662836
273,293,323,258,385,130.49521064008442,4.5526,30,127,0.266647956984595,-1.1742788852037156,1.2297328010940751,-1.5323777047486238,-0.19469637374531867,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03251184979363577,0.29915980677823073,0.2341361071909592,0.37953848541285706,0.9530322295232909,-0.41520191437800147,-1.9333558560294297,0.03251184979363577,0.02,2.1827650306173663,0.2767005715707842,19.060644590465817,0.4987475873989278,1.7035876267310806
274,294,318,258,386,130.23056476879765,4.569276190476191,24,128,0.24775441321672897,-1.1329652173762992,1.2940749374792708,-1.4754670012231903,0.013628307838331466,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0325779182072302,0.2803323314239592,0.21517649500949876,0.3766014804571604,0.947151961909621,-0.37976225646197836,-1.8861681782906201,0.0325779182072302,0.02,2.241226899388892,0.3469229755696498,18.94303923819242,0.4937109056922113,1.6610303942533229
275,296,314,259,388,130.24976007655445,4.585952380952381,18,129,0.2296391466664706,-1.0862952528710466,1.354558633224269,-1.4148969605875386,0.22731351828295,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03257311709922281,0.2622122637656934,0.19706602956724778,0.3727158220074098,0.9390659240755568,-0.3408636088562269,-1.8317268968858662,0.03257311709922281,0.02,2.2936245572998257,0.41549270914871217,18.781318481511136,0.48849045681981823,1.6158467519418178
276,296,312,260,388,128.9961239727768,4.602628571428571,16,128,0.21238541601673766,-1.0346326203437635,1.4099907700888177,-1.33463597760143,0.4379755230776532,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0328896757240136,0.24527509174075127,0.17949574029272405,0.3714057068172625,0.9374540877293653,-0.2918212067092385,-1.7774440339782884,0.0328896757240136,0.02,2.347444857818183,0.47253668235945234,18.749081754587305,0.4818837835802306,1.5645116449349334
277,296,311,260,388,128.87590930814028,4.619304761904762,15,128,0.19606851632518535,-0.9784548644277363,1.4604683645568914,-1.2609926037009764,0.6483675378818019,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03292035501355957,0.2289888713387449,0.1631481613116258,0.36742223527747697,0.9292303240991249,-0.24361039387278238,-1.7132993349826902,0.03292035501355957,0.02,2.3896986886560163,0.5312380404577666,18.584606481982497,0.4760393243147445,1.5150198647040973
278,296,309,260,388,128.65846260545786,4.635980952380953,13,128,0.1807547685836025,-0.9183001215683457,1.5054549232421217,-1.181470818513884,0.8519503631907366,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03297599397040601,0.21373076255400852,0.1477787746131965,0.3635831470556752,0.9213146107308706,-0.19113382745699536,-1.645466415679696,0.03297599397040601,0.02,2.426769533972992,0.5841403125112511,18.42629221461741,0.47002848006960374,1.4648036813098533
279,295,308,259,388,129.65338406690356,4.652657142857143,13,129,0.16649973120858477,-0.8548137774853907,1.5448845894500698,-1.10829498997994,1.0556093231972197,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03272294601219204,0.1992226772207768,0.13377678519639274,0.35693098580537774,0.9063327359233823,-0.14095180587463518,-1.5686757490961463,0.03272294601219204,0.02,2.451217325373452,0.6385518535266875,18.126654718467645,0.46474262803094907,1.4174937094153939
280,295,306,258,388,130.4645545732633,4.669333333333333,11,130,0.15334789368300447,-0.7886595889125702,1.5785547057041458,-1.0289212197741142,1.2479857792817284,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.0325194893049422,0.18586738298794667,0.12082840437806228,0.35078312601285605,0.892416586301906,-0.08709333688685805,-1.4902258409382823,0.0325194893049422,0.02,2.470971292006052,0.6861381194022398,17.84833172603812,0.4593433627398971,1.3708178730643354
281,294,304,258,387,129.38701635017324,4.686009523809524,10,129,0.1413316240007338,-0.7205644298334677,1.6058869712120143,-0.9323168166421615,1.4060149025994781,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03279031240381179,0.1741219364045456,0.108541311596922,0.3492270500142609,0.889509988531858,-0.022110329804945872,-1.4190185298619895,0.03279031240381179,0.02,2.4953969597438723,0.7163769826801563,17.79019977063716,0.45328852405275305,1.3233030172284643
282,294,304,258,387,129.38701635017324,4.702685714285714,10,129,0.1304705358335341,-0.6512931225334155,1.6277174680548196,-0.8426887389398642,1.557217686418825,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03279031240381179,0.16326084823734588,0.09768022342972231,0.3454226141576806,0.8807500226603182,0.03955210578194568,-1.3421383508487768,0.03279031240381179,0.02,2.508467490715138,0.7469674453945014,17.615000453206363,0.448116817578653,1.2806454825080105
283,294,302,258,387,129.2478239662084,4.719361904761905,8,129,0.12077200517735172,-0.5815795082233778,1.6428035972247477,-0.7516788590120919,1.6861268802854192,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03282562566181783,0.15359763083916955,0.08794637951553388,0.3422839752279827,0.87327797592619,0.10298844223258763,-1.266147458679343,0.03282562566181783,0.02,2.5160815731509376,0.7695256212985576,17.4655595185238,0.44334925269617365,1.2414648960073835
284,294,300,258,387,129.1394595001853,4.736038095238095,6,129,0.11223049868252326,-0.5121977052866787,1.651684850833436,-0.661449348179569,1.7941840507117968,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03285317054554652,0.14508366922806978,0.07937732813697673,0.3394537005389634,0.8661792878366147,0.16670969579124806,-1.1911051063646054,0.03285317054554652,0.02,2.517864138670051,0.7855055629968214,17.323585756732292,0.4391161129829057,1.2063900655537205
285,294,298,258,387,129.0620006043607,4.752714285714286,4,129,0.10482847712111434,-0.443867655024514,1.6546964115108076,-0.5728644756102999,1.8813082811884212,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03287288797052738,0.13770136509164171,0.07195558915058697,0.33695944662798905,0.8595444448975231,0.23005123823146412,-1.117786548280492,0.03287288797052738,0.02,2.514240856408331,0.7951519666132845,17.19088889795046,0.4354525275441943,1.1756668150074339
286,294,296,258,387,129.0155029444136,4.769390476190476,2,129,0.09853669037734629,-0.3772916094207143,1.651349779334662,-0.4867646674612072,1.9468449983845013,0.02,3.0,3.0,2.0,0.005,5.0,4.242640687119285,4.242640687119285,0.03288473547979136,0.13142142585713765,0.06565195489755493,0.33481224708855917,0.8534181662904535,0.292332884756404,-1.0469161035978327,0.03288473547979136,0.02,2.5047679456251157,0.7979316130442086,17.06836332580907,0.4323714360463286,1.1493633095827953
