frame,x_26,x_28,y_26,y_28,distance,distancia_promedio
122,298,337,258,383,130.9427355755179,127.69001986372378
123,298,343,259,383,131.91285001848757,127.69001986372378
124,298,349,260,382,132.23085872821065,127.69001986372378
125,298,356,260,381,134.18271125595876,127.69001986372378
126,298,361,261,380,134.6476884316994,127.69001986372378
127,298,365,261,378,134.82581355215328,127.69001986372378
128,298,368,261,377,135.4843164355196,127.69001986372378
129,298,371,261,375,135.36986370680884,127.69001986372378
130,298,373,261,374,135.6244815658294,127.69001986372378
131,299,375,261,372,134.52509059651288,127.69001986372378
132,300,377,260,370,134.27211177307072,127.69001986372378
133,301,379,260,368,133.2216198670471,127.69001986372378
134,301,381,259,366,133.60014970051492,127.69001986372378
135,302,382,258,364,132.80060240827223,127.69001986372378
136,303,384,257,362,132.61221663180206,127.69001986372378
137,303,385,256,359,131.65485179058157,127.69001986372378
138,303,387,256,357,131.36590120727678,127.69001986372378
139,303,388,255,355,131.24404748406687,127.69001986372378
140,303,390,255,353,131.04579352272242,127.69001986372378
141,303,391,254,352,131.71180660821565,127.69001986372378
142,303,392,254,351,131.64345787011217,127.69001986372378
143,303,393,254,350,131.59027319676784,127.69001986372378
144,303,395,254,349,132.24598292575845,127.69001986372378
145,303,396,254,348,132.23085872821065,127.69001986372378
146,303,397,254,347,132.23085872821065,127.69001986372378
147,303,399,254,347,133.6600164596728,127.69001986372378
148,303,400,254,346,133.6899397860587,127.69001986372378
149,303,401,254,345,133.73481222179961,127.69001986372378
150,303,402,254,344,133.79461872586654,127.69001986372378
151,304,402,254,343,132.38202294873727,127.69001986372378
152,304,403,254,341,131.79529581893277,127.69001986372378
153,304,404,254,340,131.89389675038038,127.69001986372378
154,304,404,254,339,131.24404748406687,127.69001986372378
155,304,405,254,338,131.36590120727678,127.69001986372378
156,304,406,254,337,131.50285168010618,127.69001986372378
157,304,406,254,336,130.87398519186308,127.69001986372378
158,304,408,255,335,131.20975573485381,127.69001986372378
159,304,409,255,334,131.40015220691336,127.69001986372378
160,303,410,255,334,133.00375934536586,127.69001986372378
161,303,411,255,333,133.2216198670471,127.69001986372378
162,303,412,255,332,133.4541119636259,127.69001986372378
163,303,414,255,332,135.09256086106296,127.69001986372378
164,303,415,255,331,135.35139452550905,127.69001986372378
165,303,415,255,331,135.35139452550905,127.69001986372378
166,303,416,255,330,135.6244815658294,127.69001986372378
167,303,417,255,330,136.4587849865299,127.69001986372378
168,303,418,255,329,136.75159962501354,127.69001986372378
169,302,418,255,329,137.59360450253493,127.69001986372378
170,302,418,255,328,137.05838172107534,127.69001986372378
171,302,419,255,327,137.37903770226373,127.69001986372378
172,302,419,255,325,136.34148304899725,127.69001986372378
173,302,419,255,324,135.83077707206124,127.69001986372378
174,302,419,254,321,134.82581355215328,127.69001986372378
175,302,419,254,319,133.843191832831,127.69001986372378
176,302,420,254,317,133.76471881628578,127.69001986372378
177,302,420,254,315,132.83448347473634,127.69001986372378
178,302,421,254,313,132.82319074619463,127.69001986372378
179,302,422,254,310,132.4235628579748,127.69001986372378
180,302,423,254,309,132.9135057095403,127.69001986372378
181,302,423,254,307,132.09844813622905,127.69001986372378
182,302,424,254,305,132.23085872821065,127.69001986372378
183,302,424,254,304,131.84839779079607,127.69001986372378
184,302,424,254,303,131.47243057006287,127.69001986372378
185,302,424,254,303,131.47243057006287,127.69001986372378
186,302,424,254,303,131.47243057006287,127.69001986372378
187,302,425,254,303,132.4009063413087,127.69001986372378
188,302,425,254,303,132.4009063413087,127.69001986372378
189,302,425,254,303,132.4009063413087,127.69001986372378
190,302,425,254,303,132.4009063413087,127.69001986372378
191,302,425,254,303,132.4009063413087,127.69001986372378
192,302,425,254,303,132.4009063413087,127.69001986372378
193,302,425,254,303,132.4009063413087,127.69001986372378
194,302,425,254,303,132.4009063413087,127.69001986372378
195,302,425,254,303,132.4009063413087,127.69001986372378
196,302,425,254,303,132.4009063413087,127.69001986372378
197,302,425,254,304,132.7742444904131,127.69001986372378
198,302,425,254,304,132.7742444904131,127.69001986372378
199,302,425,254,304,132.7742444904131,127.69001986372378
200,302,425,255,304,132.4009063413087,127.69001986372378
201,302,425,255,304,132.4009063413087,127.69001986372378
202,302,425,255,303,132.03408650799233,127.69001986372378
203,302,425,255,302,131.67383946707105,127.69001986372378
204,302,425,255,301,131.3202193114221,127.69001986372378
205,302,425,255,301,131.3202193114221,127.69001986372378
206,302,425,255,300,130.97327971765844,127.69001986372378
207,302,425,255,299,130.6330739131557,127.69001986372378
208,302,425,255,298,130.29965464267354,127.69001986372378
209,303,425,255,298,129.3560976529518,127.69001986372378
210,303,425,255,298,129.3560976529518,127.69001986372378
211,304,425,255,298,128.41339493993607,127.69001986372378
212,304,425,255,298,128.41339493993607,127.69001986372378
213,305,425,255,298,127.47156545677157,127.69001986372378
214,305,425,255,298,127.47156545677157,127.69001986372378
215,304,425,255,298,128.41339493993607,127.69001986372378
216,304,425,255,299,128.75169901791588,127.69001986372378
217,304,425,255,300,129.0968628588627,127.69001986372378
218,303,425,254,302,131.10301293257908,127.69001986372378
219,303,425,254,303,131.47243057006287,127.69001986372378
220,303,425,254,305,132.23085872821065,127.69001986372378
221,302,425,254,307,133.9328189802634,127.69001986372378
222,302,424,254,309,133.82451195502264,127.69001986372378
223,302,424,254,310,134.23859355639868,127.69001986372378
224,301,424,254,312,135.988970140964,127.69001986372378
225,301,423,254,314,135.95587519485872,127.69001986372378
226,301,423,254,316,136.85028315644803,127.69001986372378
227,301,422,254,318,136.88316185711082,127.69001986372378
228,301,422,254,320,137.82960494755835,127.69001986372378
229,301,421,254,322,137.92751719653333,127.69001986372378
230,301,420,254,325,138.5712812959453,127.69001986372378
231,301,418,254,327,137.90576492663388,127.69001986372378
232,301,416,255,329,136.75159962501354,127.69001986372378
233,301,415,255,331,137.0109484676316,127.69001986372378
234,301,414,256,332,136.1800279042415,127.69001986372378
235,301,413,256,334,136.48443134658254,127.69001986372378
236,302,412,257,335,134.84806264830058,127.69001986372378
237,302,412,257,336,135.4289481610191,127.69001986372378
238,302,411,257,337,135.20724832641184,127.69001986372378
239,302,411,257,338,135.80132547217644,127.69001986372378
240,301,410,257,339,136.40014662748717,127.69001986372378
241,301,409,257,340,136.20939761998804,127.69001986372378
242,301,408,257,342,136.65284482951682,127.69001986372378
243,301,406,257,343,135.72398461583714,127.69001986372378
244,301,405,256,345,136.88316185711082,127.69001986372378
245,301,404,256,346,136.7808466123821,127.69001986372378
246,301,402,256,348,136.61991070118586,127.69001986372378
247,301,400,256,349,135.83077707206124,127.69001986372378
248,301,398,256,351,135.77186748365804,127.69001986372378
249,301,396,255,353,136.48809471891678,127.69001986372378
250,301,394,255,355,136.56134152826706,127.69001986372378
251,301,391,255,357,136.02940858505562,127.69001986372378
252,301,388,255,359,135.5912976558599,127.69001986372378
253,301,386,255,361,135.8712625980932,127.69001986372378
254,301,383,255,363,135.60235986147143,127.69001986372378
255,300,381,255,364,135.80132547217644,127.69001986372378
256,300,380,256,366,136.01470508735443,127.69001986372378
257,300,378,256,367,135.66502865514016,127.69001986372378
258,300,376,257,368,134.52509059651288,127.69001986372378
259,300,374,258,370,134.23859355639868,127.69001986372378
260,300,373,258,371,134.52880732393342,127.69001986372378
261,300,371,258,372,134.30189872075525,127.69001986372378
262,299,368,258,373,134.1118935814419,127.69001986372378
263,299,365,258,374,133.46160496562297,127.69001986372378
264,298,360,258,376,133.29666162361306,127.69001986372378
265,297,355,258,377,132.38202294873727,127.69001986372378
266,296,350,258,379,132.5028301584536,127.69001986372378
267,295,345,259,380,130.92364186807515,127.69001986372378
268,294,340,259,382,131.3202193114221,127.69001986372378
269,294,336,259,382,129.9730741346068,127.69001986372378
270,294,332,259,383,129.6919426949878,127.69001986372378
271,294,329,259,384,129.80754985747168,127.69001986372378
272,294,325,259,385,129.75746606650424,127.69001986372378
273,294,322,259,386,130.04999038831184,127.69001986372378
274,294,319,259,386,129.43724348115578,127.69001986372378
275,295,316,259,387,129.71121771072848,127.69001986372378
276,295,313,259,387,129.2594290564522,127.69001986372378
277,295,311,259,387,128.9961239727768,127.69001986372378
278,295,309,259,387,128.76334882255898,127.69001986372378
279,295,307,258,387,129.5569372901351,127.69001986372378
280,294,306,258,387,129.5569372901351,127.69001986372378
281,294,304,258,387,129.38701635017324,127.69001986372378
282,294,302,258,387,129.24782396620841,127.69001986372378
283,294,300,258,387,129.1394595001853,127.69001986372378
284,294,299,258,387,129.0968628588627,127.69001986372378
285,294,297,258,387,129.0348790056394,127.69001986372378
286,294,295,258,387,129.00387591076478,127.69001986372378
287,294,294,259,387,128.0,127.69001986372378
288,294,292,259,387,128.01562404644207,127.69001986372378
289,294,291,259,387,128.03515142334936,127.69001986372378
290,294,290,259,387,128.06248474865697,127.69001986372378
291,294,289,260,388,128.09761902549164,127.69001986372378
292,294,288,260,388,128.14054783713078,127.69001986372378
293,295,288,260,388,128.191263352851,127.69001986372378
294,295,287,260,389,129.24782396620841,127.69001986372378
295,295,287,261,389,128.2497563350512,127.69001986372378
296,296,286,261,389,128.39003076563228,127.69001986372378
297,297,286,261,390,129.46814279968643,127.69001986372378
298,298,286,261,390,129.5569372901351,127.69001986372378
299,298,286,262,391,129.5569372901351,127.69001986372378
300,299,285,262,391,129.75746606650424,127.69001986372378
301,299,285,263,392,129.75746606650424,127.69001986372378
302,299,285,263,392,129.75746606650424,127.69001986372378
303,299,285,264,393,129.75746606650424,127.69001986372378
304,299,285,264,393,129.75746606650424,127.69001986372378
305,299,285,265,393,128.76334882255898,127.69001986372378
306,299,285,265,393,128.76334882255898,127.69001986372378
307,299,285,265,393,128.76334882255898,127.69001986372378
308,299,285,265,393,128.76334882255898,127.69001986372378
309,299,285,266,393,127.76932339180638,127.69001986372378
310,300,285,266,393,127.88275880665071,127.69001986372378
311,300,285,266,393,127.88275880665071,127.69001986372378
312,300,285,266,393,127.88275880665071,127.69001986372378
313,300,285,266,393,127.88275880665071,127.69001986372378
314,300,285,266,393,127.88275880665071,127.69001986372378
315,300,285,266,392,126.8897158953396,127.69001986372378
316,300,285,266,392,126.8897158953396,127.69001986372378
317,300,285,266,392,126.8897158953396,127.69001986372378
318,300,285,266,392,126.8897158953396,127.69001986372378
319,300,285,267,392,125.89678312014172,127.69001986372378
320,300,285,267,392,125.89678312014172,127.69001986372378
321,300,285,267,392,125.89678312014172,127.69001986372378
322,300,285,267,392,125.89678312014172,127.69001986372378
323,300,285,267,392,125.89678312014172,127.69001986372378
324,300,285,267,392,125.89678312014172,127.69001986372378
325,300,285,267,392,125.89678312014172,127.69001986372378
326,300,285,267,392,125.89678312014172,127.69001986372378
327,299,284,267,392,125.89678312014172,127.69001986372378
328,299,284,267,392,125.89678312014172,127.69001986372378
329,299,284,267,392,125.89678312014172,127.69001986372378
330,299,284,267,392,125.89678312014172,127.69001986372378
331,299,284,267,392,125.89678312014172,127.69001986372378
332,299,284,267,392,125.89678312014172,127.69001986372378
333,299,284,267,392,125.89678312014172,127.69001986372378
334,299,284,267,392,125.89678312014172,127.69001986372378
335,299,284,267,392,125.89678312014172,127.69001986372378
336,299,284,267,392,125.89678312014172,127.69001986372378
337,299,284,267,392,125.89678312014172,127.69001986372378
338,299,284,267,392,125.89678312014172,127.69001986372378
339,299,284,267,392,125.89678312014172,127.69001986372378
340,299,284,267,392,125.89678312014172,127.69001986372378
341,298,284,267,392,125.78155667664477,127.69001986372378
342,298,284,267,392,125.78155667664477,127.69001986372378
343,298,284,267,392,125.78155667664477,127.69001986372378
344,298,284,267,392,125.78155667664477,127.69001986372378
345,298,284,267,392,125.78155667664477,127.69001986372378
346,298,284,267,392,125.78155667664477,127.69001986372378
347,298,284,267,392,125.78155667664477,127.69001986372378
348,297,284,267,392,125.67418191498204,127.69001986372378
349,297,284,267,392,125.67418191498204,127.69001986372378
350,296,284,267,392,125.57467897629681,127.69001986372378
351,296,284,267,392,125.57467897629681,127.69001986372378
352,296,284,267,392,125.57467897629681,127.69001986372378
353,296,284,267,392,125.57467897629681,127.69001986372378
354,296,284,267,392,125.57467897629681,127.69001986372378
355,296,284,267,392,125.57467897629681,127.69001986372378
356,296,284,267,392,125.57467897629681,127.69001986372378
357,296,284,267,392,125.57467897629681,127.69001986372378
358,296,284,267,392,125.57467897629681,127.69001986372378
359,297,284,267,392,125.67418191498204,127.69001986372378
360,297,284,267,392,125.67418191498204,127.69001986372378
361,297,284,267,392,125.67418191498204,127.69001986372378
362,297,285,267,392,125.57467897629681,127.69001986372378
363,298,285,267,391,124.67958934805648,127.69001986372378
364,298,285,267,391,124.67958934805648,127.69001986372378
365,298,285,267,391,124.67958934805648,127.69001986372378
366,298,285,267,391,124.67958934805648,127.69001986372378
367,298,285,267,391,124.67958934805648,127.69001986372378
368,299,285,267,390,123.79418403139947,127.69001986372378
369,299,285,267,390,123.79418403139947,127.69001986372378
370,299,285,267,390,123.79418403139947,127.69001986372378
371,299,285,267,390,123.79418403139947,127.69001986372378
372,298,285,267,391,124.67958934805648,127.69001986372378
373,298,285,267,391,124.67958934805648,127.69001986372378
374,297,285,268,392,124.57929201917949,127.69001986372378
375,296,285,269,393,124.4869471069156,127.69001986372378
376,295,284,269,394,125.4830665866913,127.69001986372378
377,295,284,270,394,124.4869471069156,127.69001986372378
378,295,283,270,394,124.57929201917949,127.69001986372378
379,295,283,270,394,124.57929201917949,127.69001986372378
380,295,282,270,394,124.67958934805648,127.69001986372378
381,295,282,270,394,124.67958934805648,127.69001986372378
382,295,282,270,394,124.67958934805648,127.69001986372378
383,295,282,270,394,124.67958934805648,127.69001986372378
384,294,282,270,394,124.57929201917949,127.69001986372378
385,294,282,270,394,124.57929201917949,127.69001986372378
386,294,282,270,394,124.57929201917949,127.69001986372378
387,294,282,270,394,124.57929201917949,127.69001986372378
388,294,282,270,393,123.58397954427588,127.69001986372378
389,294,282,270,393,123.58397954427588,127.69001986372378
390,294,282,270,393,123.58397954427588,127.69001986372378
391,294,282,270,393,123.58397954427588,127.69001986372378
392,294,282,270,393,123.58397954427588,127.69001986372378
393,294,282,270,393,123.58397954427588,127.69001986372378
394,294,282,270,393,123.58397954427588,127.69001986372378
395,294,282,270,393,123.58397954427588,127.69001986372378
396,294,282,270,393,123.58397954427588,127.69001986372378
397,294,282,270,393,123.58397954427588,127.69001986372378
398,294,282,270,393,123.58397954427588,127.69001986372378
399,294,282,270,393,123.58397954427588,127.69001986372378
400,294,282,270,393,123.58397954427588,127.69001986372378
401,294,282,270,393,123.58397954427588,127.69001986372378
402,294,282,270,393,123.58397954427588,127.69001986372378
403,294,283,271,393,122.494897852931,127.69001986372378
404,294,283,271,393,122.494897852931,127.69001986372378
405,294,283,271,393,122.494897852931,127.69001986372378
406,294,283,271,393,122.494897852931,127.69001986372378
407,294,283,271,393,122.494897852931,127.69001986372378
408,294,283,271,393,122.494897852931,127.69001986372378
409,294,283,271,393,122.494897852931,127.69001986372378
410,294,283,271,392,121.49897118905987,127.69001986372378
411,294,283,271,392,121.49897118905987,127.69001986372378
412,294,283,271,392,121.49897118905987,127.69001986372378
413,294,283,271,392,121.49897118905987,127.69001986372378
414,294,283,271,392,121.49897118905987,127.69001986372378
415,294,283,271,392,121.49897118905987,127.69001986372378
416,294,283,271,392,121.49897118905987,127.69001986372378
417,294,283,271,392,121.49897118905987,127.69001986372378
418,294,283,271,392,121.49897118905987,127.69001986372378
419,294,283,271,392,121.49897118905987,127.69001986372378
420,294,283,271,392,121.49897118905987,127.69001986372378
421,295,283,271,392,121.59358535712317,127.69001986372378
422,296,283,270,391,121.69634341261039,127.69001986372378
423,297,283,270,391,121.80722474467596,127.69001986372378
424,297,283,270,391,121.80722474467596,127.69001986372378
425,298,283,269,391,122.9186723000212,127.69001986372378
426,297,283,269,391,122.80065146407001,127.69001986372378
427,297,283,269,391,122.80065146407001,127.69001986372378
428,297,283,269,391,122.80065146407001,127.69001986372378
429,296,283,268,391,123.68508398347798,127.69001986372378
430,296,283,268,391,123.68508398347798,127.69001986372378
431,296,283,268,391,123.68508398347798,127.69001986372378
432,295,283,268,391,123.58397954427588,127.69001986372378
433,295,283,268,390,122.58874336577564,127.69001986372378
434,295,283,268,390,122.58874336577564,127.69001986372378
435,295,283,268,390,122.58874336577564,127.69001986372378
436,295,283,268,390,122.58874336577564,127.69001986372378
437,295,283,268,390,122.58874336577564,127.69001986372378
438,295,283,268,390,122.58874336577564,127.69001986372378
439,295,283,268,390,122.58874336577564,127.69001986372378
440,295,283,268,390,122.58874336577564,127.69001986372378
441,295,283,268,390,122.58874336577564,127.69001986372378
442,295,283,268,390,122.58874336577564,127.69001986372378
443,295,283,268,390,122.58874336577564,127.69001986372378
444,295,283,268,390,122.58874336577564,127.69001986372378
445,294,283,268,390,122.494897852931,127.69001986372378
446,294,283,268,390,122.494897852931,127.69001986372378
447,294,283,268,390,122.494897852931,127.69001986372378
448,294,283,268,390,122.494897852931,127.69001986372378
449,294,283,268,390,122.494897852931,127.69001986372378
450,294,283,267,390,123.4908903522847,127.69001986372378
451,294,283,267,390,123.4908903522847,127.69001986372378
452,294,283,267,390,123.4908903522847,127.69001986372378
453,294,283,267,390,123.4908903522847,127.69001986372378
454,294,283,267,390,123.4908903522847,127.69001986372378
455,294,283,267,390,123.4908903522847,127.69001986372378
456,294,283,267,390,123.4908903522847,127.69001986372378
457,294,283,267,390,123.4908903522847,127.69001986372378
458,294,283,267,390,123.4908903522847,127.69001986372378
459,294,283,267,390,123.4908903522847,127.69001986372378
460,294,283,267,390,123.4908903522847,127.69001986372378
461,294,283,267,390,123.4908903522847,127.69001986372378
462,294,283,267,390,123.4908903522847,127.69001986372378
463,294,283,267,390,123.4908903522847,127.69001986372378
464,294,283,267,390,123.4908903522847,127.69001986372378
465,294,283,267,390,123.4908903522847,127.69001986372378
466,294,283,267,390,123.4908903522847,127.69001986372378
467,294,283,267,390,123.4908903522847,127.69001986372378
468,294,283,267,390,123.4908903522847,127.69001986372378
469,294,283,267,390,123.4908903522847,127.69001986372378
470,294,283,267,390,123.4908903522847,127.69001986372378
471,294,283,267,390,123.4908903522847,127.69001986372378
472,294,283,267,390,123.4908903522847,127.69001986372378
473,294,283,267,390,123.4908903522847,127.69001986372378
474,294,283,267,390,123.4908903522847,127.69001986372378
475,294,282,267,391,124.57929201917949,127.69001986372378
476,294,282,267,391,124.57929201917949,127.69001986372378
477,294,282,267,391,124.57929201917949,127.69001986372378
478,294,282,268,391,123.58397954427588,127.69001986372378
479,294,282,268,391,123.58397954427588,127.69001986372378
480,294,282,269,391,122.58874336577564,127.69001986372378
481,294,282,269,391,122.58874336577564,127.69001986372378
482,294,282,269,392,123.58397954427588,127.69001986372378
483,294,282,269,392,123.58397954427588,127.69001986372378
484,293,282,270,392,122.494897852931,127.69001986372378
485,292,282,270,392,122.40914998479485,127.69001986372378
486,290,282,270,392,122.2620137246234,127.69001986372378
487,288,282,271,392,121.1486689980538,127.69001986372378
488,286,282,271,392,121.06609764917675,127.69001986372378
489,286,282,271,392,121.06609764917675,127.69001986372378
490,287,282,271,392,121.10326172320876,127.69001986372378
491,289,282,271,392,121.2023102090055,127.69001986372378
492,291,282,271,392,121.33424908079334,127.69001986372378
493,292,282,271,392,121.41251994749142,127.69001986372378
494,293,282,271,392,121.49897118905987,127.69001986372378
495,293,282,271,392,121.49897118905987,127.69001986372378
496,293,282,271,392,121.49897118905987,127.69001986372378
497,293,282,270,392,122.494897852931,127.69001986372378
498,293,282,270,392,122.494897852931,127.69001986372378
499,293,282,270,392,122.494897852931,127.69001986372378
500,294,281,270,392,122.6906679417795,127.69001986372378
501,294,281,270,392,122.6906679417795,127.69001986372378
502,294,281,270,393,123.68508398347798,127.69001986372378
503,294,281,270,393,123.68508398347798,127.69001986372378
504,294,281,270,393,123.68508398347798,127.69001986372378
505,294,281,270,393,123.68508398347798,127.69001986372378
506,294,281,271,393,122.6906679417795,127.69001986372378
507,294,281,271,393,122.6906679417795,127.69001986372378
508,294,281,271,393,122.6906679417795,127.69001986372378
509,294,281,271,393,122.6906679417795,127.69001986372378
510,294,281,271,393,122.6906679417795,127.69001986372378
511,294,281,271,393,122.6906679417795,127.69001986372378
512,295,281,271,393,122.80065146407001,127.69001986372378
513,295,281,271,392,121.80722474467596,127.69001986372378
514,296,281,271,392,121.92620719107111,127.69001986372378
515,296,281,271,392,121.92620719107111,127.69001986372378
516,296,281,271,392,121.92620719107111,127.69001986372378
517,296,281,271,392,121.92620719107111,127.69001986372378
518,297,282,271,391,120.93386622447825,127.69001986372378
519,297,282,270,391,121.92620719107111,127.69001986372378
520,297,282,270,391,121.92620719107111,127.69001986372378
521,297,283,269,391,122.80065146407001,127.69001986372378
522,298,283,268,390,122.9186723000212,127.69001986372378
523,298,283,267,390,123.9112585683803,127.69001986372378
524,299,283,266,389,124.03628501370073,127.69001986372378
525,300,283,266,389,124.16923934694937,127.69001986372378
526,300,283,265,389,125.15989773086265,127.69001986372378
527,300,283,265,388,124.16923934694937,127.69001986372378
528,300,283,265,388,124.16923934694937,127.69001986372378
529,300,284,265,388,124.03628501370073,127.69001986372378
530,300,284,264,388,125.02799686470227,127.69001986372378
531,299,284,264,388,124.90396310766124,127.69001986372378
532,299,284,264,388,124.90396310766124,127.69001986372378
533,299,284,264,388,124.90396310766124,127.69001986372378
534,299,284,264,388,124.90396310766124,127.69001986372378
535,299,284,264,388,124.90396310766124,127.69001986372378
